,vehicleno,start,Customer City,s,ChargeIn,ChargeOut
340,M7RKR0801GCA00066,2023-01-10 15:16:00,Mumbai,1,30-40,90-100
341,M7RKR0801GCA00066,2023-01-12 14:42:00,Mumbai,1,40-50,90-100
342,M7RKR0801GCA00066,2023-01-13 17:27:00,Mumbai,1,50-60,90-100
343,M7RKR0801GCA00066,2023-01-15 16:49:00,Mumbai,1,20-30,90-100
344,M7RKR0801GCA00066,2023-01-17 14:58:00,Mumbai,1,30-40,90-100
345,M7RKR0801GCA00067,2023-01-02 07:16:00,Pune,1,40-50,60-70
346,M7RKR0801GCA00067,2023-01-03 09:37:00,Pune,1,10-20,30-40
347,M7RKR0801GCA00067,2023-01-03 11:22:00,Pune,1,30-40,30-40
348,M7RKR0801GCA00067,2023-01-03 12:37:00,Pune,1,30-40,70-80
349,M7RKR0801GCA00067,2023-01-05 03:56:00,Pune,1,60-70,90-100
350,M7RKR0801GCA00067,2023-01-08 08:16:00,Pune,1,10-20,10-20
351,M7RKR0801GCA00067,2023-01-08 09:06:00,Pune,1,20-30,70-80
352,M7RKR0801GCA00067,2023-01-10 03:54:00,Pune,1,20-30,90-100
353,M7RKR0801GCA00067,2023-01-14 04:23:00,Pune,1,10-20,90-100
354,M7RKR0801GCA00067,2023-01-18 02:44:00,Pune,1,10-20,50-60
355,M7RKR0801GCA00067,2023-01-19 02:49:00,Pune,1,20-30,50-60
356,M7RKR0801GCA00068,2023-01-01 08:55:00,Pune,1,60-70,90-100
357,M7RKR0801GCA00068,2023-01-10 05:20:00,Pune,1,90-100,90-100
358,M7RKR0801GCA00069,2023-01-05 17:39:00,Pune,1,20-30,90-100
359,M7RKR0801GCA00069,2023-01-06 15:04:00,Pune,1,60-70,80-90
360,M7RKR0801GCA00069,2023-01-10 14:58:00,Pune,1,40-50,70-80
361,M7RKR0801GCA00069,2023-01-11 15:07:00,Pune,1,50-60,70-80
362,M7RKR0801GCA00069,2023-01-12 15:34:00,Pune,1,50-60,70-80
363,M7RKR0801GCA00069,2023-01-15 14:31:00,Pune,1,50-60,70-80
364,M7RKR0801GCA00069,2023-01-18 15:54:00,Pune,1,40-50,60-70
365,M7RKR0801GCA00069,2023-01-19 15:28:00,Pune,1,30-40,60-70
366,M7RKR0801GCA00070,2023-01-01 16:11:00,Pune,1,70-80,90-100
367,M7RKR0801GCA00070,2023-01-02 08:07:00,Pune,1,50-60,70-80
368,M7RKR0801GCA00070,2023-01-02 13:03:00,Pune,1,20-30,80-90
369,M7RKR0801GCA00070,2023-01-06 10:07:00,Pune,1,30-40,90-100
370,M7RKR0801GCA00070,2023-01-09 12:17:00,Pune,1,40-50,90-100
371,M7RKR0801GCA00070,2023-01-12 12:16:00,Pune,1,30-40,80-90
372,M7RKR0801GCA00070,2023-01-14 12:21:00,Pune,1,20-30,80-90
373,M7RKR0801GCA00070,2023-01-17 12:29:00,Pune,1,30-40,90-100
374,M7RKR0801GCA00071,2023-01-01 16:26:00,Pune,1,10-20,90-100
375,M7RKR0801GCA00071,2023-01-02 16:09:00,Pune,1,30-40,90-100
376,M7RKR0801GCA00071,2023-01-03 15:58:00,Pune,1,20-30,90-100
377,M7RKR0801GCA00071,2023-01-08 16:45:00,Pune,1,0-10,90-100
378,M7RKR0801GCA00071,2023-01-09 16:37:00,Pune,1,40-50,90-100
379,M7RKR0801GCA00071,2023-01-10 16:27:00,Pune,1,20-30,90-100
380,M7RKR0801GCA00071,2023-01-11 16:42:00,Pune,1,20-30,90-100
381,M7RKR0801GCA00071,2023-01-15 19:37:00,Pune,1,30-40,90-100
382,M7RKR0801GCA00071,2023-01-16 16:52:00,Pune,1,40-50,90-100
383,M7RKR0801GCA00071,2023-01-18 16:27:00,Pune,1,30-40,90-100
384,M7RKR0801GCA00072,2023-01-03 04:40:00,Pune,1,30-40,40-50
385,M7RKR0801GCA00072,2023-01-03 08:20:00,Pune,1,20-30,90-100
386,M7RKR0801GCA00072,2023-01-04 04:01:00,Pune,1,70-80,90-100
387,M7RKR0801GCA00072,2023-01-07 04:35:00,Pune,1,0-10,90-100
388,M7RKR0801GCA00072,2023-01-09 05:30:00,Pune,1,0-10,40-50
389,M7RKR0801GCA00072,2023-01-09 08:13:00,Pune,1,30-40,80-90
390,M7RKR0801GCA00072,2023-01-10 05:10:00,Pune,1,30-40,60-70
391,M7RKR0801GCA00072,2023-01-10 08:11:00,Pune,1,50-60,90-100
392,M7RKR0801GCA00072,2023-01-11 08:37:00,Pune,1,60-70,90-100
393,M7RKR0801GCA00072,2023-01-12 15:43:00,Pune,1,10-20,90-100
394,M7RKR0801GCA00072,2023-01-14 17:42:00,Pune,1,40-50,90-100
395,M7RKR0801GCA00072,2023-01-16 05:10:00,Pune,1,10-20,40-50
396,M7RKR0801GCA00072,2023-01-16 07:52:00,Pune,1,40-50,90-100
397,M7RKR0801GCA00072,2023-01-18 06:39:00,Pune,1,10-20,80-90
398,M7RKR0801GCA00073,2023-01-03 08:43:00,Pune,1,10-20,60-70
399,M7RKR0801GCA00073,2023-01-05 18:07:00,Pune,1,60-70,90-100
400,M7RKR0801GCA00073,2023-01-06 17:01:00,Pune,1,20-30,90-100
401,M7RKR0801GCA00073,2023-01-09 18:09:00,Pune,1,30-40,90-100
402,M7RKR0801GCA00073,2023-01-12 17:58:00,Pune,1,50-60,90-100
403,M7RKR0801GCA00073,2023-01-16 02:00:00,Pune,1,20-30,90-100
404,M7RKR0801GCA00073,2023-01-16 16:27:00,Pune,1,50-60,90-100
405,M7RKR0801GCA00073,2023-01-17 18:15:00,Pune,1,50-60,90-100
406,M7RKR0801GCA00075,2023-01-01 04:25:00,Pune,1,90-100,90-100
407,M7RKR0801GCA00075,2023-01-02 13:18:00,Pune,1,50-60,90-100
408,M7RKR0801GCA00075,2023-01-03 13:21:00,Pune,1,30-40,80-90
409,M7RKR0801GCA00075,2023-01-04 06:12:00,Pune,1,60-70,90-100
410,M7RKR0801GCA00075,2023-01-09 01:25:00,Pune,1,80-90,90-100
411,M7RKR0801GCA00075,2023-01-09 13:19:00,Pune,1,40-50,90-100
412,M7RKR0801GCA00075,2023-01-10 13:32:00,Pune,1,40-50,80-90
413,M7RKR0801GCA00075,2023-01-11 13:21:00,Pune,1,30-40,70-80
414,M7RKR0801GCA00075,2023-01-12 00:39:00,Pune,1,70-80,90-100
415,M7RKR0801GCA00075,2023-01-12 13:28:00,Pune,1,40-50,80-90
416,M7RKR0801GCA00075,2023-01-13 13:44:00,Pune,1,50-60,90-100
417,M7RKR0801GCA00075,2023-01-14 04:05:00,Pune,1,80-90,90-100
418,M7RKR0801GCA00075,2023-01-14 13:49:00,Pune,1,10-20,50-60
419,M7RKR0801GCA00075,2023-01-15 00:49:00,Pune,1,50-60,90-100
420,M7RKR0801GCA00075,2023-01-15 05:29:00,Pune,1,30-40,90-100
421,M7RKR0801GCA00075,2023-01-16 13:21:00,Pune,1,60-70,90-100
422,M7RKR0801GCA00075,2023-01-17 12:39:00,Pune,1,60-70,70-80
423,M7RKR0801GCA00075,2023-01-17 14:04:00,Pune,1,70-80,90-100
424,M7RKR0801GCA00075,2023-01-18 13:41:00,Pune,1,40-50,80-90
425,M7RKR0801GCA00075,2023-01-19 00:29:00,Pune,1,80-90,90-100
426,M7RKR0801GCA00075,2023-01-19 13:53:00,Pune,1,40-50,70-80
427,M7RKR0801GCA00076,2023-01-01 08:56:00,Pune,1,50-60,90-100
428,M7RKR0801GCA00076,2023-01-02 01:47:00,Pune,1,50-60,80-90
429,M7RKR0801GCA00076,2023-01-03 20:25:00,Pune,1,10-20,90-100
430,M7RKR0801GCA00076,2023-01-05 15:11:00,Pune,1,20-30,40-50
431,M7RKR0801GCA00076,2023-01-05 18:23:00,Pune,1,10-20,90-100
432,M7RKR0801GCA00076,2023-01-06 17:13:00,Pune,1,60-70,90-100
433,M7RKR0801GCA00076,2023-01-06 21:19:00,Pune,1,20-30,90-100
434,M7RKR0801GCA00076,2023-01-09 18:33:00,Pune,1,10-20,90-100
435,M7RKR0801GCA00076,2023-01-13 17:10:00,Pune,1,10-20,90-100
436,M7RKR0801GCA00076,2023-01-14 17:54:00,Pune,1,0-10,90-100
437,M7RKR0801GCA00076,2023-01-16 16:45:00,Pune,1,20-30,90-100
438,M7RKR0801GCA00076,2023-01-17 17:12:00,Pune,1,50-60,60-70
439,M7RKR0801GCA00076,2023-01-18 14:02:00,Pune,1,10-20,60-70
440,M7RKR0801GCA00077,2023-01-02 14:35:00,Pune,1,20-30,60-70
441,M7RKR0801GCA00077,2023-01-04 15:18:00,Pune,1,20-30,50-60
442,M7RKR0801GCA00077,2023-01-06 15:38:00,Pune,1,20-30,40-50
443,M7RKR0801GCA00077,2023-01-08 13:37:00,Pune,1,80-90,90-100
444,M7RKR0801GCA00077,2023-01-11 16:48:00,Pune,1,30-40,50-60
445,M7RKR0801GCA00077,2023-01-12 18:11:00,Pune,1,20-30,90-100
446,M7RKR0801GCA00077,2023-01-16 18:45:00,Pune,1,20-30,90-100
447,M7RKR0801GCA00078,2023-01-13 10:50:00,Pune,1,40-50,50-60
448,M7RKR0801GCA00078,2023-01-13 12:48:00,Pune,1,50-60,80-90
449,M7RKR0801GCA00078,2023-01-14 07:19:00,Pune,1,30-40,60-70
450,M7RKR0801GCA00078,2023-01-14 12:42:00,Pune,1,40-50,70-80
451,M7RKR0801GCA00078,2023-01-15 05:40:00,Pune,1,40-50,40-50
452,M7RKR0801GCA00078,2023-01-15 07:26:00,Pune,1,20-30,90-100
453,M7RKR0801GCA00078,2023-01-16 13:18:00,Pune,1,50-60,70-80
454,M7RKR0801GCA00078,2023-01-17 14:31:00,Pune,1,30-40,90-100
455,M7RKR0801GCA00078,2023-01-18 12:39:00,Pune,1,60-70,90-100
456,M7RKR0801GCA00078,2023-01-19 12:47:00,Pune,1,50-60,90-100
457,M7RKR0801GCA00086,2023-01-08 02:02:00,Pune,1,50-60,90-100
458,M7RKR0801GCA00086,2023-01-10 14:58:00,Pune,1,20-30,90-100
459,M7RKR0801GCA00088,2023-01-02 00:23:00,Pune,1,50-60,90-100
460,M7RKR0801GCA00088,2023-01-02 16:24:00,Pune,1,30-40,90-100
461,M7RKR0801GCA00088,2023-01-03 09:37:00,Pune,1,20-30,60-70
462,M7RKR0801GCA00088,2023-01-03 13:06:00,Pune,1,60-70,70-80
463,M7RKR0801GCA00088,2023-01-04 08:04:00,Pune,1,70-80,80-90
464,M7RKR0801GCA00088,2023-01-04 13:17:00,Pune,1,10-20,30-40
465,M7RKR0801GCA00088,2023-01-04 16:43:00,Pune,1,10-20,90-100
466,M7RKR0801GCA00088,2023-01-05 13:50:00,Pune,1,30-40,70-80
467,M7RKR0801GCA00088,2023-01-06 07:55:00,Pune,1,50-60,60-70
468,M7RKR0801GCA00088,2023-01-06 09:28:00,Pune,1,40-50,90-100
469,M7RKR0801GCA00088,2023-01-06 15:51:00,Pune,1,80-90,90-100
470,M7RKR0801GCA00088,2023-01-07 06:07:00,Pune,1,70-80,90-100
471,M7RKR0801GCA00088,2023-01-09 17:03:00,Pune,1,10-20,90-100
472,M7RKR0801GCA00088,2023-01-10 06:33:00,Pune,1,70-80,70-80
473,M7RKR0801GCA00088,2023-01-10 17:41:00,Pune,1,20-30,90-100
474,M7RKR0801GCA00088,2023-01-12 17:24:00,Pune,1,10-20,90-100
475,M7RKR0801GCA00088,2023-01-13 16:42:00,Pune,1,20-30,90-100
476,M7RKR0801GCA00088,2023-01-14 06:41:00,Pune,1,60-70,90-100
477,M7RKR0801GCA00088,2023-01-17 16:21:00,Pune,1,20-30,90-100
478,M7RKR0801GCA00088,2023-01-18 16:44:00,Pune,1,0-10,80-90
479,M7RKR0801GCA00088,2023-01-18 22:34:00,Pune,1,80-90,90-100
480,M7RKR0801GCA00088,2023-01-19 16:00:00,Pune,1,10-20,20-30
481,M7RKR0801GCA00090,2023-01-01 11:48:00,Pune,1,60-70,60-70
482,M7RKR0801GCA00090,2023-01-01 12:20:00,Pune,1,60-70,70-80
483,M7RKR0801GCA00090,2023-01-02 12:13:00,Pune,1,10-20,90-100
484,M7RKR0801GCA00090,2023-01-03 07:29:00,Pune,1,30-40,50-60
485,M7RKR0801GCA00090,2023-01-03 11:50:00,Pune,1,50-60,60-70
486,M7RKR0801GCA00090,2023-01-03 14:09:00,Pune,1,70-80,90-100
487,M7RKR0801GCA00090,2023-01-04 13:05:00,Pune,1,70-80,90-100
488,M7RKR0801GCA00090,2023-01-06 01:52:00,Pune,1,20-30,80-90
489,M7RKR0801GCA00090,2023-01-06 13:56:00,Pune,1,20-30,60-70
490,M7RKR0801GCA00090,2023-01-07 05:03:00,Pune,1,50-60,70-80
491,M7RKR0801GCA00090,2023-01-07 11:54:00,Pune,1,60-70,90-100
492,M7RKR0801GCA00090,2023-01-09 10:27:00,Pune,1,0-10,40-50
493,M7RKR0801GCA00090,2023-01-09 15:10:00,Pune,1,30-40,50-60
494,M7RKR0801GCA00090,2023-01-10 03:37:00,Pune,1,40-50,80-90
495,M7RKR0801GCA00090,2023-01-11 05:21:00,Pune,1,40-50,60-70
496,M7RKR0801GCA00090,2023-01-11 07:40:00,Pune,1,60-70,70-80
497,M7RKR0801GCA00090,2023-01-11 13:51:00,Pune,1,40-50,70-80
498,M7RKR0801GCA00090,2023-01-12 05:59:00,Pune,1,60-70,70-80
499,M7RKR0801GCA00090,2023-01-12 08:54:00,Pune,1,60-70,80-90
500,M7RKR0801GCA00090,2023-01-12 15:01:00,Pune,1,50-60,90-100
501,M7RKR0801GCA00090,2023-01-16 15:31:00,Pune,1,80-90,90-100
502,M7RKR0801GCA00090,2023-01-17 11:46:00,Pune,1,70-80,90-100
503,M7RKR0801GCA00090,2023-01-17 13:29:00,Pune,1,80-90,90-100
504,M7RKR0801GCA00090,2023-01-19 11:43:00,Pune,1,40-50,60-70
505,M7RKR0801GCA00091,2023-01-01 18:02:00,,1,10-20,90-100
506,M7RKR0801GCA00091,2023-01-08 17:47:00,,1,,90-100
507,M7RKR0801GCA00091,2023-01-11 17:33:00,,1,0-10,90-100
508,M7RKR0801GCA00091,2023-01-16 17:20:00,,1,0-10,90-100
509,M7RKR0801GCA00091,2023-01-16 23:44:00,,1,90-100,90-100
510,M7RKR0801GCA00092,2023-01-02 11:47:00,Pune,1,50-60,90-100
511,M7RKR0801GCA00092,2023-01-06 16:58:00,Pune,1,10-20,90-100
512,M7RKR0801GCA00092,2023-01-09 11:39:00,Pune,1,30-40,60-70
513,M7RKR0801GCA00092,2023-01-15 10:06:00,Pune,1,20-30,90-100
514,M7RKR0801GCA00092,2023-01-19 00:02:00,Pune,1,40-50,70-80
515,M7RKR0801GCA00093,2023-01-02 14:01:00,Pune,1,20-30,90-100
516,M7RKR0801GCA00093,2023-01-07 18:13:00,Pune,1,0-10,90-100
517,M7RKR0801GCA00093,2023-01-11 15:33:00,Pune,1,30-40,80-90
518,M7RKR0801GCA00093,2023-01-15 08:06:00,Pune,1,10-20,20-30
519,M7RKR0801GCA00093,2023-01-15 11:48:00,Pune,1,10-20,30-40
520,M7RKR0801GCA00093,2023-01-15 15:55:00,Pune,1,30-40,60-70
521,M7RKR0801GCA00093,2023-01-17 06:31:00,Pune,1,60-70,90-100
522,M7RKR0801GCA00094,2022-12-31 20:03:00,Pune,1,0-10,90-100
523,M7RKR0801GCA00094,2023-01-02 03:24:00,Pune,1,90-100,90-100
524,M7RKR0801GCA00094,2023-01-02 17:18:00,Pune,1,10-20,90-100
525,M7RKR0801GCA00094,2023-01-04 00:04:00,Pune,1,50-60,90-100
526,M7RKR0801GCA00094,2023-01-06 05:18:00,Pune,1,80-90,90-100
527,M7RKR0801GCA00094,2023-01-09 02:28:00,Pune,1,80-90,90-100
528,M7RKR0801GCA00094,2023-01-09 04:05:00,Pune,1,90-100,90-100
529,M7RKR0801GCA00094,2023-01-09 17:16:00,Pune,1,30-40,90-100
530,M7RKR0801GCA00094,2023-01-14 17:57:00,Pune,1,40-50,90-100
531,M7RKR0801GCA00094,2023-01-17 02:28:00,Pune,1,90-100,90-100
532,M7RKR0801GCA00094,2023-01-18 00:36:00,Pune,1,50-60,90-100
533,M7RKR0801GCA00094,2023-01-18 19:24:00,Pune,1,30-40,90-100
534,M7RKR0801GCA00094,2023-01-19 06:21:00,Pune,1,90-100,90-100
535,M7RKR0801GCA00095,2023-01-01 02:32:00,Pune,1,60-70,90-100
536,M7RKR0801GCA00095,2023-01-03 15:15:00,Pune,1,0-10,90-100
537,M7RKR0801GCA00095,2023-01-04 14:03:00,Pune,1,70-80,90-100
538,M7RKR0801GCA00095,2023-01-05 16:19:00,Pune,1,70-80,90-100
539,M7RKR0801GCA00095,2023-01-07 04:52:00,Pune,1,90-100,90-100
540,M7RKR0801GCA00095,2023-01-08 05:21:00,Pune,1,50-60,90-100
541,M7RKR0801GCA00095,2023-01-08 17:25:00,Pune,1,60-70,90-100
542,M7RKR0801GCA00095,2023-01-09 19:13:00,Pune,1,20-30,90-100
543,M7RKR0801GCA00095,2023-01-10 17:31:00,Pune,1,20-30,90-100
544,M7RKR0801GCA00095,2023-01-11 15:51:00,Pune,1,20-30,40-50
545,M7RKR0801GCA00095,2023-01-11 18:47:00,Pune,1,20-30,90-100
546,M7RKR0801GCA00095,2023-01-12 13:14:00,Pune,1,20-30,40-50
547,M7RKR0801GCA00095,2023-01-12 18:16:00,Pune,1,30-40,90-100
548,M7RKR0801GCA00095,2023-01-13 16:56:00,Pune,1,20-30,40-50
549,M7RKR0801GCA00095,2023-01-13 21:30:00,Pune,1,10-20,90-100
550,M7RKR0801GCA00095,2023-01-14 12:34:00,Pune,1,40-50,60-70
551,M7RKR0801GCA00095,2023-01-14 16:09:00,Pune,1,50-60,90-100
552,M7RKR0801GCA00095,2023-01-15 16:18:00,Pune,1,60-70,80-90
553,M7RKR0801GCA00095,2023-01-18 03:22:00,Pune,1,70-80,90-100
554,M7RKR0801GCA00095,2023-01-18 14:48:00,Pune,1,30-40,40-50
555,M7RKR0801GCA00095,2023-01-18 17:29:00,Pune,1,30-40,90-100
556,M7RKR0801GCA00096,2023-01-02 04:36:00,Pune,1,60-70,90-100
557,M7RKR0801GCA00096,2023-01-03 14:11:00,Pune,1,50-60,80-90
558,M7RKR0801GCA00096,2023-01-09 13:56:00,Pune,1,50-60,80-90
559,M7RKR0801GCA00096,2023-01-09 23:08:00,Pune,1,80-90,90-100
560,M7RKR0801GCA00096,2023-01-10 13:47:00,Pune,1,40-50,80-90
561,M7RKR0801GCA00096,2023-01-11 13:48:00,Pune,1,50-60,90-100
562,M7RKR0801GCA00096,2023-01-12 14:07:00,Pune,1,40-50,80-90
563,M7RKR0801GCA00096,2023-01-18 14:15:00,Pune,1,50-60,80-90
564,M7RKR0801GCA00097,2023-01-02 14:47:00,Pune,1,40-50,90-100
565,M7RKR0801GCA00097,2023-01-03 14:28:00,Pune,1,40-50,90-100
566,M7RKR0801GCA00097,2023-01-04 14:29:00,Pune,1,40-50,90-100
567,M7RKR0801GCA00097,2023-01-05 14:31:00,Pune,1,30-40,90-100
568,M7RKR0801GCA00097,2023-01-06 14:03:00,Pune,1,30-40,80-90
569,M7RKR0801GCA00097,2023-01-08 00:27:00,Pune,1,40-50,80-90
570,M7RKR0801GCA00097,2023-01-09 14:14:00,Pune,1,40-50,90-100
571,M7RKR0801GCA00097,2023-01-11 14:21:00,Pune,1,30-40,90-100
572,M7RKR0801GCA00097,2023-01-12 14:22:00,Pune,1,40-50,90-100
573,M7RKR0801GCA00097,2023-01-13 14:19:00,Pune,1,30-40,90-100
574,M7RKR0801GCA00097,2023-01-14 14:00:00,Pune,1,30-40,30-40
575,M7RKR0801GCA00097,2023-01-15 04:40:00,Pune,1,10-20,90-100
576,M7RKR0801GCA00097,2023-01-16 12:54:00,Pune,1,80-90,90-100
577,M7RKR0801GCA00097,2023-01-17 12:35:00,Pune,1,30-40,90-100
578,M7RKR0801GCA00097,2023-01-18 14:55:00,Pune,1,30-40,80-90
579,M7RKR0801GCA00097,2023-01-19 14:17:00,Pune,1,30-40,90-100
580,M7RKR0801GCA00098,2023-01-11 01:52:00,Pune,1,20-30,30-40
581,M7RKR0801GCA00098,2023-01-12 04:35:00,Pune,1,0-10,90-100
582,M7RKR0801GCA00098,2023-01-15 05:23:00,Pune,1,10-20,30-40
583,M7RKR0801GCA00098,2023-01-15 07:32:00,Pune,1,30-40,90-100
584,M7RKR0801GCA00098,2023-01-19 07:08:00,Pune,1,0-10,90-100
585,M7RKR0801GCA00099,2023-01-01 07:54:00,Pune,1,20-30,80-90
586,M7RKR0801GCA00099,2023-01-09 17:35:00,Pune,1,0-10,90-100
587,M7RKR0801GCA00099,2023-01-18 13:47:00,Pune,1,10-20,20-30
588,M7RKR0801GCA00100,2023-01-01 14:21:00,Pune,1,70-80,90-100
589,M7RKR0801GCA00100,2023-01-02 05:15:00,Pune,1,30-40,40-50
590,M7RKR0801GCA00100,2023-01-02 07:56:00,Pune,1,40-50,70-80
591,M7RKR0801GCA00100,2023-01-02 14:37:00,Pune,1,0-10,90-100
592,M7RKR0801GCA00100,2023-01-03 08:55:00,Pune,1,60-70,60-70
593,M7RKR0801GCA00100,2023-01-03 12:08:00,Pune,1,10-20,80-90
594,M7RKR0801GCA00100,2023-01-04 01:18:00,Pune,1,80-90,90-100
595,M7RKR0801GCA00100,2023-01-04 05:22:00,Pune,1,30-40,50-60
596,M7RKR0801GCA00100,2023-01-04 08:21:00,Pune,1,50-60,80-90
597,M7RKR0801GCA00100,2023-01-04 12:49:00,Pune,1,20-30,90-100
598,M7RKR0801GCA00100,2023-01-05 01:14:00,Pune,1,90-100,90-100
599,M7RKR0801GCA00100,2023-01-05 08:31:00,Pune,1,20-30,20-30
600,M7RKR0801GCA00100,2023-01-05 10:22:00,Pune,1,20-30,50-60
601,M7RKR0801GCA00100,2023-01-05 14:07:00,Pune,1,0-10,90-100
602,M7RKR0801GCA00100,2023-01-06 06:05:00,Pune,1,40-50,90-100
603,M7RKR0801GCA00100,2023-01-06 17:12:00,Pune,1,40-50,90-100
604,M7RKR0801GCA00100,2023-01-09 02:04:00,Pune,1,80-90,90-100
605,M7RKR0801GCA00100,2023-01-09 06:02:00,Pune,1,30-40,90-100
606,M7RKR0801GCA00100,2023-01-09 13:00:00,Pune,1,30-40,90-100
607,M7RKR0801GCA00100,2023-01-10 02:22:00,Pune,1,90-100,90-100
608,M7RKR0801GCA00100,2023-01-10 05:50:00,Pune,1,30-40,50-60
609,M7RKR0801GCA00100,2023-01-10 07:49:00,Pune,1,50-60,80-90
610,M7RKR0801GCA00100,2023-01-10 10:51:00,Pune,1,80-90,80-90
611,M7RKR0801GCA00100,2023-01-10 16:53:00,Pune,1,20-30,90-100
612,M7RKR0801GCA00100,2023-01-11 06:19:00,Pune,1,30-40,70-80
613,M7RKR0801GCA00100,2023-01-11 11:12:00,Pune,1,10-20,90-100
614,M7RKR0801GCA00100,2023-01-12 05:50:00,Pune,1,30-40,30-40
615,M7RKR0801GCA00100,2023-01-12 07:08:00,Pune,1,30-40,60-70
616,M7RKR0801GCA00100,2023-01-12 09:10:00,Pune,1,60-70,80-90
617,M7RKR0801GCA00100,2023-01-12 13:18:00,Pune,1,30-40,80-90
618,M7RKR0801GCA00100,2023-01-13 02:04:00,Pune,1,80-90,90-100
619,M7RKR0801GCA00100,2023-01-13 16:07:00,Pune,1,80-90,90-100
620,M7RKR0801GCA00100,2023-01-14 17:16:00,Pune,1,80-90,90-100
621,M7RKR0801GCA00100,2023-01-15 17:44:00,Pune,1,80-90,90-100
622,M7RKR0801GCA00100,2023-01-16 05:20:00,Pune,1,40-50,70-80
623,M7RKR0801GCA00100,2023-01-16 10:43:00,Pune,1,80-90,90-100
624,M7RKR0801GCA00100,2023-01-16 16:02:00,Pune,1,40-50,90-100
625,M7RKR0801GCA00100,2023-01-17 05:36:00,Pune,1,30-40,40-50
626,M7RKR0801GCA00100,2023-01-17 07:05:00,Pune,1,40-50,50-60
627,M7RKR0801GCA00100,2023-01-17 09:32:00,Pune,1,50-60,70-80
628,M7RKR0801HCA00079,2023-01-01 07:58:00,Pune,1,40-50,90-100
629,M7RKR0801HCA00079,2023-01-04 06:23:00,Pune,1,0-10,50-60
630,M7RKR0801HCA00079,2023-01-04 15:24:00,Pune,1,40-50,90-100
631,M7RKR0801HCA00079,2023-01-09 13:59:00,Pune,1,20-30,90-100
632,M7RKR0801HCA00079,2023-01-11 12:45:00,Pune,1,20-30,90-100
633,M7RKR0801HCA00079,2023-01-17 12:38:00,Pune,1,40-50,90-100
634,M7RKR0801HCA00079,2023-01-18 12:58:00,Pune,1,80-90,90-100
635,M7RKR0801HCA00080,2023-01-03 02:45:00,Pune,1,10-20,60-70
636,M7RKR0801HCA00080,2023-01-03 17:04:00,Pune,1,60-70,90-100
637,M7RKR0801HCA00080,2023-01-12 02:57:00,Pune,1,10-20,20-30
638,M7RKR0801HCA00080,2023-01-12 03:58:00,Pune,1,20-30,60-70
639,M7RKR0801HCA00080,2023-01-12 12:21:00,Pune,1,60-70,70-80
640,M7RKR0801HCA00080,2023-01-13 13:19:00,Pune,1,20-30,80-90
641,M7RKR0801HCA00080,2023-01-17 14:42:00,Pune,1,20-30,80-90
642,M7RKR0801HCA00081,2023-01-01 04:45:00,Pune,1,20-30,70-80
643,M7RKR0801HCA00081,2023-01-02 14:36:00,Pune,1,60-70,90-100
644,M7RKR0801HCA00081,2023-01-03 16:42:00,Pune,1,10-20,40-50
645,M7RKR0801HCA00081,2023-01-04 00:07:00,Pune,1,40-50,80-90
646,M7RKR0801HCA00081,2023-01-04 20:24:00,Pune,1,0-10,90-100
647,M7RKR0801HCA00081,2023-01-05 14:41:00,Pune,1,20-30,60-70
648,M7RKR0801HCA00081,2023-01-06 00:09:00,Pune,1,60-70,90-100
649,M7RKR0801HCA00081,2023-01-06 14:42:00,Pune,1,20-30,60-70
650,M7RKR0801HCA00081,2023-01-08 05:33:00,Pune,1,60-70,90-100
651,M7RKR0801HCA00081,2023-01-09 19:01:00,Pune,1,10-20,90-100
652,M7RKR0801HCA00081,2023-01-10 14:43:00,Pune,1,10-20,60-70
653,M7RKR0801HCA00081,2023-01-10 23:58:00,Pune,1,60-70,90-100
654,M7RKR0801HCA00081,2023-01-11 15:29:00,Pune,1,60-70,90-100
655,M7RKR0801HCA00081,2023-01-13 00:21:00,Pune,1,60-70,90-100
656,M7RKR0801HCA00081,2023-01-13 15:07:00,Pune,1,10-20,50-60
657,M7RKR0801HCA00081,2023-01-13 23:41:00,Pune,1,50-60,90-100
658,M7RKR0801HCA00081,2023-01-15 00:08:00,Pune,1,60-70,90-100
659,M7RKR0801HCA00081,2023-01-15 14:37:00,Pune,1,60-70,80-90
660,M7RKR0801HCA00081,2023-01-15 17:20:00,Pune,1,40-50,50-60
661,M7RKR0801HCA00081,2023-01-16 14:02:00,Pune,1,10-20,60-70
662,M7RKR0801HCA00081,2023-01-16 23:35:00,Pune,1,60-70,90-100
663,M7RKR0801HCA00081,2023-01-17 15:44:00,Pune,1,10-20,40-50
664,M7RKR0801HCA00081,2023-01-17 23:08:00,Pune,1,50-60,90-100
665,M7RKR0801HCA00081,2023-01-18 15:01:00,Pune,1,0-10,50-60
666,M7RKR0801HCA00081,2023-01-19 15:33:00,Pune,1,10-20,40-50
667,M7RKR0801HCA00082,2023-01-02 10:48:00,Pune,1,50-60,90-100
668,M7RKR0801HCA00082,2023-01-03 15:37:00,Pune,1,70-80,90-100
669,M7RKR0801HCA00082,2023-01-04 11:21:00,Pune,1,50-60,60-70
670,M7RKR0801HCA00082,2023-01-04 15:33:00,Pune,1,50-60,80-90
671,M7RKR0801HCA00082,2023-01-05 08:35:00,Pune,1,60-70,90-100
